"Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","StNo","HaulNo","Year","Month","DepthStratum","HaulDur","ShootLat","ShootLong","StatRec","Depth","HaulVal","StdSpecRecCode","BySpecRecCode","DataType","Netopening","Distance","DoorSpread","WingSpread","Speed","SST","SBT","SurSal","BotSal","CodendMesh","SecchiDepth","Turbidity","TidePhase","TideSpeed","PelSampType","MinTrawlDepth","MaxTrawlDepth","HaulID","DoorType","SpecVal","Sex","TotalNo","CatIdentifier","NoMeas","SubFactor","SubWgt","CatCatchWgt","LngtCode","LngtClass","HLNoAtLngt","DevStage","LenMeasType","AphiaID"
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,5,1,5,1,386,386,".",190,1,NA,NA,126792
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,5,1,5,1,386,386,".",210,2,NA,NA,126792
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,5,1,5,1,386,386,".",250,1,NA,NA,126792
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",80,5,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",90,9,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",100,22,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",110,21,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",120,15,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,275.69,1,74,3.7256,911,3394,".",130,2,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",80,1,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",130,1,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",140,1,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",150,4,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",160,9,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",170,9,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",180,8,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",190,13,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",200,12,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",210,5,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,109.03,2,65,1.6773,4382,7350,".",230,2,NA,NA,126446
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",2,1,2,1,1710,1710,".",360,1,NA,NA,105883
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",2,1,2,1,1710,1710,".",610,1,NA,NA,105883
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"F",2,1,2,1,1250,1250,".",410,1,NA,NA,105883
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"F",2,1,2,1,1250,1250,".",460,1,NA,NA,105883
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,1,1,1,1,1470,1470,".",470,1,NA,NA,126555
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,1,1,1,1,6,6,".",40,1,NA,NA,127204
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",2,1,2,1,267,267,".",290,2,NA,NA,105887
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"F",1,1,1,1,179,179,".",330,1,NA,NA,105887
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",90,1,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",100,4,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",110,4,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",120,2,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",180,5,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",190,1,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",270,3,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",280,2,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",290,3,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",300,2,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",340,1,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",200,5,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",210,2,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",220,2,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",240,3,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",250,1,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,52,1,52,1,6410,6410,".",260,11,NA,NA,127259
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",230,1,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",240,3,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",250,6,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",260,1,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",270,2,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,14,1,14,1,3300,3300,".",300,1,NA,NA,126445
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",1,1,1,1,1770,1770,".",780,1,NA,NA,105923
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",1,1,1,1,211,211,".",320,1,NA,NA,367297
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,3,1,3,1,175,175,".",300,1,NA,NA,126285
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,3,1,3,1,175,175,".",320,1,NA,NA,126285
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,3,1,3,1,175,175,".",360,1,NA,NA,126285
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,1,1,1,1,221,221,".",290,1,NA,NA,126458
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,2,1,2,1,1,1,".",30,1,NA,NA,125988
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,2,1,2,1,1,1,".",50,1,NA,NA,125988
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,39,1,39,1,95,95,".",40,10,NA,NA,127220
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,39,1,39,1,95,95,".",50,16,NA,NA,127220
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,39,1,39,1,95,95,".",60,10,NA,NA,127220
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,39,1,39,1,95,95,".",70,3,NA,NA,127220
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",2,1,2,1,5290,5290,".",710,1,NA,NA,105815
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"M",2,1,2,1,5290,5290,".",950,1,NA,NA,105815
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"F",2,1,2,1,2800,2800,".",590,1,NA,NA,105815
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,"F",2,1,2,1,2800,2800,".",740,1,NA,NA,105815
"IE-IGFS",4,"IE","45CE","GOV",55,"S","101",129,2003,11,"18",30,53.498,-4.221,"35E5",40,"V",1,2,"R",6,3699,44,22,4,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,"IE-IGFS 2003 4 IE 45CE GOV 101 129","P",1,NA,1,1,1,1,161,161,".",260,1,NA,NA,127262
