haul_id_removed
IE-IGFS 2007 4 IE 45CE GOV FG25 136
IE-IGFS 2007 4 IE 45CE GOV FG26 137
IE-IGFS 2007 4 IE 45CE GOV FG72 94
IE-IGFS 2008 4 IE 45CE GOV CC425 155
IE-IGFS 2008 4 IE 45CE GOV FG102 11
IE-IGFS 2008 4 IE 45CE GOV FG108 10
IE-IGFS 2008 4 IE 45CE GOV FG109 49
IE-IGFS 2008 4 IE 45CE GOV FG125 130
IE-IGFS 2008 4 IE 45CE GOV FG151 9
IE-IGFS 2008 4 IE 45CE GOV FG157 101
IE-IGFS 2008 4 IE 45CE GOV FG158 129
IE-IGFS 2008 4 IE 45CE GOV FG25 114
IE-IGFS 2008 4 IE 45CE GOV FG28 100
IE-IGFS 2009 4 IE 45CE GOV 40 89
IE-IGFS 2009 4 IE 45CE GOV FG108 12
IE-IGFS 2009 4 IE 45CE GOV FG109 13
IE-IGFS 2009 4 IE 45CE GOV FG125 137
IE-IGFS 2009 4 IE 45CE GOV FG151 53
IE-IGFS 2009 4 IE 45CE GOV FG158 138
IE-IGFS 2009 4 IE 45CE GOV FG25 87
IE-IGFS 2009 4 IE 45CE GOV FG26 88
IE-IGFS 2009 4 IE 45CE GOV FG28 139
IE-IGFS 2009 4 IE 45CE GOV FG72 140
IE-IGFS 2010 4 IE 45CE GOV 40 107
IE-IGFS 2010 4 IE 45CE GOV 69 103
IE-IGFS 2010 4 IE 45CE GOV FG108 5
IE-IGFS 2010 4 IE 45CE GOV FG125 147
IE-IGFS 2010 4 IE 45CE GOV FG151 4
IE-IGFS 2010 4 IE 45CE GOV FG157 146
IE-IGFS 2010 4 IE 45CE GOV FG25 105
IE-IGFS 2010 4 IE 45CE GOV FG26 106
IE-IGFS 2010 4 IE 45CE GOV FG28 144
IE-IGFS 2010 4 IE 45CE GOV FG45 36
IE-IGFS 2010 4 IE 45CE GOV FG72 168
IE-IGFS 2011 4 IE 45CE GOV 40 75
IE-IGFS 2011 4 IE 45CE GOV CC425 94
IE-IGFS 2011 4 IE 45CE GOV FG108 7
IE-IGFS 2011 4 IE 45CE GOV FG109 8
IE-IGFS 2011 4 IE 45CE GOV FG125 102
IE-IGFS 2011 4 IE 45CE GOV FG151 6
IE-IGFS 2011 4 IE 45CE GOV FG157 104
IE-IGFS 2011 4 IE 45CE GOV FG158 103
IE-IGFS 2011 4 IE 45CE GOV FG26 55
IE-IGFS 2011 4 IE 45CE GOV FG45 51
IE-IGFS 2012 4 IE 45CE GOV CC424 141
IE-IGFS 2012 4 IE 45CE GOV CC425 140
IE-IGFS 2012 4 IE 45CE GOV FG102 9
IE-IGFS 2012 4 IE 45CE GOV FG108 10
IE-IGFS 2012 4 IE 45CE GOV FG109 12
IE-IGFS 2012 4 IE 45CE GOV FG158 148
IE-IGFS 2012 4 IE 45CE GOV FG210 143
IE-IGFS 2012 4 IE 45CE GOV FG25 113
IE-IGFS 2012 4 IE 45CE GOV FG26 114
IE-IGFS 2012 4 IE 45CE GOV FG28 66
IE-IGFS 2012 4 IE 45CE GOV FG72 65
IE-IGFS 2012 4 IE 45CE GOV FG98 31
IE-IGFS 2013 4 IE 45CE GOV FG108 2
IE-IGFS 2013 4 IE 45CE GOV FG157 132
IE-IGFS 2013 4 IE 45CE GOV FG158 131
IE-IGFS 2013 4 IE 45CE GOV FG25 85
IE-IGFS 2013 4 IE 45CE GOV FG28 133
IE-IGFS 2013 4 IE 45CE GOV FG45 21
IE-IGFS 2013 4 IE 45CE GOV FG98 22
IE-IGFS 2014 4 IE 45CE GOV 40 112
IE-IGFS 2014 4 IE 45CE GOV CC425 81
IE-IGFS 2014 4 IE 45CE GOV FG102 45
IE-IGFS 2014 4 IE 45CE GOV FG108 4
IE-IGFS 2014 4 IE 45CE GOV FG109 5
IE-IGFS 2014 4 IE 45CE GOV FG158 76
IE-IGFS 2014 4 IE 45CE GOV FG195 80
IE-IGFS 2014 4 IE 45CE GOV FG25 113
IE-IGFS 2014 4 IE 45CE GOV FG45 35
IE-IGFS 2015 4 IE 45CE GOV CC425 65
IE-IGFS 2015 4 IE 45CE GOV FG102 46
IE-IGFS 2015 4 IE 45CE GOV FG108 3
IE-IGFS 2015 4 IE 45CE GOV FG109 4
IE-IGFS 2015 4 IE 45CE GOV FG195 66
IE-IGFS 2015 4 IE 45CE GOV FG210 71
IE-IGFS 2015 4 IE 45CE GOV FG25 101
IE-IGFS 2015 4 IE 45CE GOV FG98 25
IE-IGFS 2016 4 IE 45CE GOV 40 66
IE-IGFS 2016 4 IE 45CE GOV FG102 47
IE-IGFS 2016 4 IE 45CE GOV FG108 3
IE-IGFS 2016 4 IE 45CE GOV FG126 93
IE-IGFS 2016 4 IE 45CE GOV FG25 68
IE-IGFS 2016 4 IE 45CE GOV FG26 67
IE-IGFS 2016 4 IE 45CE GOV FG45 36
IE-IGFS 2017 4 IE 45CE GOV CC425 107
IE-IGFS 2017 4 IE 45CE GOV CC502 114
IE-IGFS 2017 4 IE 45CE GOV FG102 4
IE-IGFS 2017 4 IE 45CE GOV FG108 5
IE-IGFS 2017 4 IE 45CE GOV FG151 3
IE-IGFS 2017 4 IE 45CE GOV FG158 67
IE-IGFS 2017 4 IE 45CE GOV FG195 106
IE-IGFS 2017 4 IE 45CE GOV FG25 146
IE-IGFS 2017 4 IE 45CE GOV FG26 145
IE-IGFS 2017 4 IE 45CE GOV FG28 68
IE-IGFS 2017 4 IE 45CE GOV FG60 98
IE-IGFS 2018 4 IE 45CE GOV CC502 103
IE-IGFS 2018 4 IE 45CE GOV FG108 4
IE-IGFS 2018 4 IE 45CE GOV FG151 3
IE-IGFS 2018 4 IE 45CE GOV FG195 105
IE-IGFS 2018 4 IE 45CE GOV FG212 104
IE-IGFS 2018 4 IE 45CE GOV FG25 147
IE-IGFS 2018 4 IE 45CE GOV FG26 146
IE-IGFS 2018 4 IE 45CE GOV FG45 26
IE-IGFS 2018 4 IE 45CE GOV FG98 27
IE-IGFS 2019 4 IE 45CE GOV CC425 83
IE-IGFS 2019 4 IE 45CE GOV FG108 9
IE-IGFS 2019 4 IE 45CE GOV FG151 8
IE-IGFS 2019 4 IE 45CE GOV FG157 76
IE-IGFS 2019 4 IE 45CE GOV FG158 77
IE-IGFS 2019 4 IE 45CE GOV FG195 82
IE-IGFS 2020 4 IE 45CE GOV CC502 76
IE-IGFS 2020 4 IE 45CE GOV FG102 116
IE-IGFS 2020 4 IE 45CE GOV FG126 58
IE-IGFS 2020 4 IE 45CE GOV FG151 111
IE-IGFS 2020 4 IE 45CE GOV FG195 74
IE-IGFS 2020 4 IE 45CE GOV FG25 34
IE-IGFS 2020 4 IE 45CE GOV FG45 138
