"cell","year"
"2944","1977"
"2944","1998"
"2944","2001"
"2944","1995"
"2944","1989"
"2944","2004"
"2944","1992"
"2944","1983"
"2944","1980"
"2944","1986"
"3025","1977"
"3025","1998"
"3025","2001"
"3025","1995"
"3025","1989"
"3025","2004"
"3025","1992"
"3025","1983"
"3025","1980"
"3025","1986"
"3106","1977"
"3106","1998"
"3106","2001"
"3106","1995"
"3106","1989"
"3106","2004"
"3106","1992"
"3106","1983"
"3106","1980"
"3106","1986"
"3107","1977"
"3107","1998"
"3107","2001"
"3107","1995"
"3107","1989"
"3107","2004"
"3107","1992"
"3107","1983"
"3107","1980"
"3107","1986"
"3269","1977"
"3269","1998"
"3269","2001"
"3269","1995"
"3269","1989"
"3269","2004"
"3269","1992"
"3269","1983"
"3269","1980"
"3269","1986"
"3431","1977"
"3431","1998"
"3431","2001"
"3431","1995"
"3431","1989"
"3431","2004"
"3431","1992"
"3431","1983"
"3431","1980"
"3431","1986"
"4323","1977"
"4323","1998"
"4323","2001"
"4323","1995"
"4323","1989"
"4323","2004"
"4323","1992"
"4323","1983"
"4323","1980"
"4323","1986"
"4487","1977"
"4487","1998"
"4487","2001"
"4487","1995"
"4487","1989"
"4487","2004"
"4487","1992"
"4487","1983"
"4487","1980"
"4487","1986"
"4649","1977"
"4649","1998"
"4649","2001"
"4649","1995"
"4649","1989"
"4649","2004"
"4649","1992"
"4649","1983"
"4649","1980"
"4649","1986"
"4650","1977"
"4650","1998"
"4650","2001"
"4650","1995"
"4650","1989"
"4650","2004"
"4650","1992"
"4650","1983"
"4650","1980"
"4650","1986"
"4731","1977"
"4731","1998"
"4731","2001"
"4731","1995"
"4731","1989"
"4731","2004"
"4731","1992"
"4731","1983"
"4731","1980"
"4731","1986"
"4732","1977"
"4732","1998"
"4732","2001"
"4732","1995"
"4732","1989"
"4732","2004"
"4732","1992"
"4732","1983"
"4732","1980"
"4732","1986"
