"Survey","HaulID","Area.swept","Area.doors"
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 56 25",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 50 19",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 72 41",0.137314961415233,0.580893033482428
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 69 38",0.13347680933627,0.554516374315991
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 67 36",0.120361509356568,0.464385032380316
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 74 43",0.136732348151322,0.576889181844486
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 71 40",0.132743802645456,0.549478984641862
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 70 39",0.128514876861724,0.520416839176331
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60028 33",0.0819854974270803,0.353819977575169
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60029 34",0.0700155496890382,0.297760147913595
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60030 35",0.0619304965289811,0.26839820256533
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60026 31",0.124751144627721,0.532433574508191
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60025 30",0.110666337976204,0.472320106418556
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60023 28",0.120380286904013,0.51287619613622
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 37 6",0.123532650881834,0.486177842425265
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 57 26",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 32 1",0.121844163901613,0.474574173610692
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 35 4",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 34 3",0.124163825927112,0.490515421734564
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 33 2",0.126205211772841,0.50454429228795
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 77 46",0.1289882344663,0.523669860928176
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 59 28",0.13468826805656,0.562841795795364
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 76 45",0.129897238133281,0.529916742086533
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 75 44",0.135974899986598,0.571683824770004
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 73 42",0.135019147928229,0.565115677971085
"NS-IBTS","NS-IBTS 1972 1 GB-SCT 74EX GOV 68 37",0.128027992939332,0.517070861473951
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60024 29",0.118920766531851,0.50284603823446
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60021 26",0.124425690552171,0.540677135500498
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60020 25",0.123571662434071,0.534808058891171
"NS-IBTS","NS-IBTS 1972 1 NO 58G3 GOV 60031 36",0.12453056701141,0.551878026377482
